Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
PHL,2010-11-01,2010-11-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2010,2010,7011,November,LCU,35290.000000,A
PHL,2010-12-01,2010-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2010,2010,7012,December,LCU,35360.000000,A
PHL,2011-01-01,2011-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,39400.000000,A
PHL,2011-01-01,2011-01-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2011,2011,7001,January,LCU,36980.000000,A
PHL,2011-02-01,2011-02-28,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2011,2011,7002,February,LCU,37080.000000,A
PHL,2011-03-01,2011-03-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2011,2011,7003,March,LCU,37320.000000,A
PHL,2011-04-01,2011-04-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2011,2011,7004,April,LCU,40260.000000,A
PHL,2011-05-01,2011-05-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2011,2011,7005,May,LCU,41420.000000,A
PHL,2011-06-01,2011-06-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2011,2011,7006,June,LCU,41170.000000,A
PHL,2011-07-01,2011-07-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2011,2011,7007,July,LCU,38930.000000,A
PHL,2011-08-01,2011-08-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2011,2011,7008,August,LCU,39660.000000,A
PHL,2011-09-01,2011-09-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2011,2011,7009,September,LCU,39630.000000,A
PHL,2011-10-01,2011-10-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2011,2011,7010,October,LCU,39840.000000,A
PHL,2011-11-01,2011-11-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2011,2011,7011,November,LCU,40320.000000,A
PHL,2011-12-01,2011-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2011,2011,7012,December,LCU,40140.000000,A
PHL,2012-01-01,2012-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,39600.000000,A
PHL,2012-01-01,2012-01-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2012,2012,7001,January,LCU,42780.000000,A
PHL,2012-02-01,2012-02-29,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2012,2012,7002,February,LCU,42090.000000,A
PHL,2012-03-01,2012-03-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2012,2012,7003,March,LCU,42400.000000,A
PHL,2012-04-01,2012-04-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2012,2012,7004,April,LCU,37840.000000,A
PHL,2012-05-01,2012-05-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2012,2012,7005,May,LCU,37220.000000,A
PHL,2012-06-01,2012-06-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2012,2012,7006,June,LCU,38420.000000,A
PHL,2012-07-01,2012-07-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2012,2012,7007,July,LCU,38540.000000,A
PHL,2012-08-01,2012-08-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2012,2012,7008,August,LCU,39750.000000,A
PHL,2012-09-01,2012-09-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2012,2012,7009,September,LCU,40440.000000,A
PHL,2012-10-01,2012-10-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2012,2012,7010,October,LCU,39550.000000,A
PHL,2012-11-01,2012-11-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2012,2012,7011,November,LCU,39350.000000,A
PHL,2012-12-01,2012-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2012,2012,7012,December,LCU,36770.000000,A
PHL,2013-01-01,2013-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,37840.000000,A
PHL,2013-01-01,2013-01-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2013,2013,7001,January,LCU,37090.000000,A
PHL,2013-02-01,2013-02-28,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2013,2013,7002,February,LCU,37850.000000,A
PHL,2013-03-01,2013-03-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2013,2013,7003,March,LCU,36030.000000,A
PHL,2013-04-01,2013-04-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2013,2013,7004,April,LCU,34980.000000,A
PHL,2013-05-01,2013-05-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2013,2013,7005,May,LCU,36410.000000,A
PHL,2013-06-01,2013-06-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2013,2013,7006,June,LCU,37060.000000,A
PHL,2013-07-01,2013-07-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2013,2013,7007,July,LCU,36760.000000,A
PHL,2013-08-01,2013-08-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2013,2013,7008,August,LCU,37470.000000,A
PHL,2013-09-01,2013-09-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2013,2013,7009,September,LCU,39650.000000,A
PHL,2013-10-01,2013-10-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2013,2013,7010,October,LCU,39040.000000,A
PHL,2013-11-01,2013-11-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2013,2013,7011,November,LCU,40100.000000,A
PHL,2013-12-01,2013-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2013,2013,7012,December,LCU,41580.000000,A
PHL,2014-01-01,2014-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,43312.000000,A
PHL,2014-01-01,2014-01-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2014,2014,7001,January,LCU,43521.000000,A
PHL,2014-02-01,2014-02-28,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2014,2014,7002,February,LCU,43522.000000,A
PHL,2014-03-01,2014-03-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2014,2014,7003,March,LCU,40107.000000,A
PHL,2014-04-01,2014-04-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2014,2014,7004,April,LCU,42334.000000,A
PHL,2014-05-01,2014-05-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2014,2014,7005,May,LCU,42961.000000,A
PHL,2014-06-01,2014-06-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2014,2014,7006,June,LCU,43111.000000,A
PHL,2014-07-01,2014-07-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2014,2014,7007,July,LCU,43912.000000,A
PHL,2014-08-01,2014-08-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2014,2014,7008,August,LCU,44203.000000,A
PHL,2014-09-01,2014-09-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2014,2014,7009,September,LCU,44109.000000,A
PHL,2014-10-01,2014-10-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2014,2014,7010,October,LCU,43375.000000,A
PHL,2014-11-01,2014-11-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2014,2014,7011,November,LCU,43893.000000,A
PHL,2014-12-01,2014-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2014,2014,7012,December,LCU,44689.000000,A
PHL,2015-01-01,2015-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,47110.000000,A
PHL,2015-01-01,2015-01-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2015,2015,7001,January,LCU,43173.000000,A
PHL,2015-02-01,2015-02-28,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2015,2015,7002,February,LCU,43538.000000,A
PHL,2015-03-01,2015-03-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2015,2015,7003,March,LCU,44206.000000,A
PHL,2015-04-01,2015-04-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2015,2015,7004,April,LCU,45114.000000,A
PHL,2015-05-01,2015-05-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2015,2015,7005,May,LCU,45730.000000,A
PHL,2015-06-01,2015-06-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2015,2015,7006,June,LCU,45377.000000,A
PHL,2015-07-01,2015-07-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2015,2015,7007,July,LCU,47019.000000,A
PHL,2015-08-01,2015-08-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2015,2015,7008,August,LCU,47607.000000,A
PHL,2015-09-01,2015-09-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2015,2015,7009,September,LCU,49209.000000,A
PHL,2015-10-01,2015-10-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2015,2015,7010,October,LCU,50424.000000,A
PHL,2015-11-01,2015-11-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2015,2015,7011,November,LCU,52278.000000,A
PHL,2015-12-01,2015-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2015,2015,7012,December,LCU,51643.000000,A
PHL,2016-01-01,2016-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,58800.000000,A
PHL,2016-01-01,2016-01-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2016,2016,7001,January,LCU,52200.000000,A
PHL,2016-02-01,2016-02-29,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2016,2016,7002,February,LCU,53470.000000,A
PHL,2016-03-01,2016-03-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2016,2016,7003,March,LCU,55110.000000,A
PHL,2016-04-01,2016-04-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2016,2016,7004,April,LCU,57890.000000,A
PHL,2016-05-01,2016-05-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2016,2016,7005,May,LCU,58870.000000,A
PHL,2016-06-01,2016-06-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2016,2016,7006,June,LCU,59870.000000,A
PHL,2016-07-01,2016-07-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2016,2016,7007,July,LCU,59770.000000,A
PHL,2016-08-01,2016-08-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2016,2016,7008,August,LCU,61430.000000,A
PHL,2016-09-01,2016-09-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2016,2016,7009,September,LCU,60460.000000,A
PHL,2016-10-01,2016-10-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2016,2016,7010,October,LCU,60740.000000,A
PHL,2016-11-01,2016-11-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2016,2016,7011,November,LCU,61960.000000,A
PHL,2016-12-01,2016-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2016,2016,7012,December,LCU,63850.000000,A
PHL,2017-01-01,2017-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,64010.000000,A
PHL,2017-01-01,2017-01-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2017,2017,7001,January,LCU,59310.000000,A
PHL,2017-02-01,2017-02-28,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2017,2017,7002,February,LCU,62050.000000,A
PHL,2017-03-01,2017-03-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2017,2017,7003,March,LCU,61250.000000,A
PHL,2017-04-01,2017-04-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2017,2017,7004,April,LCU,65110.000000,A
PHL,2017-05-01,2017-05-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2017,2017,7005,May,LCU,64030.000000,A
PHL,2017-06-01,2017-06-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2017,2017,7006,June,LCU,63040.000000,A
PHL,2017-07-01,2017-07-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2017,2017,7007,July,LCU,64160.000000,A
PHL,2017-08-01,2017-08-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2017,2017,7008,August,LCU,65150.000000,A
PHL,2017-09-01,2017-09-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2017,2017,7009,September,LCU,65330.000000,A
PHL,2017-10-01,2017-10-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2017,2017,7010,October,LCU,65250.000000,A
PHL,2017-11-01,2017-11-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2017,2017,7011,November,LCU,66660.000000,A
PHL,2017-12-01,2017-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2017,2017,7012,December,LCU,66730.000000,A
PHL,2018-01-01,2018-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,LCU,61680.000000,A
PHL,2018-01-01,2018-01-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2018,2018,7001,January,LCU,66860.000000,A
PHL,2018-02-01,2018-02-28,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2018,2018,7002,February,LCU,67230.000000,A
PHL,2018-03-01,2018-03-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2018,2018,7003,March,LCU,67270.000000,A
PHL,2018-04-01,2018-04-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2018,2018,7004,April,LCU,67610.000000,A
PHL,2018-05-01,2018-05-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2018,2018,7005,May,LCU,68560.000000,A
PHL,2018-06-01,2018-06-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2018,2018,7006,June,LCU,65310.000000,A
PHL,2018-07-01,2018-07-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2018,2018,7007,July,LCU,70070.000000,A
PHL,2018-08-01,2018-08-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2018,2018,7008,August,LCU,70240.000000,A
PHL,2018-09-01,2018-09-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2018,2018,7009,September,LCU,70280.000000,A
PHL,2018-10-01,2018-10-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2018,2018,7010,October,LCU,73920.000000,A
PHL,2018-11-01,2018-11-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2018,2018,7011,November,LCU,73710.000000,A
PHL,2018-12-01,2018-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2018,2018,7012,December,LCU,74280.000000,A
PHL,2019-01-01,2019-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,LCU,62710.000000,A
PHL,2019-01-01,2019-01-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2019,2019,7001,January,LCU,71150.000000,A
PHL,2019-02-01,2019-02-28,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2019,2019,7002,February,LCU,66690.000000,A
PHL,2019-03-01,2019-03-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2019,2019,7003,March,LCU,67470.000000,A
PHL,2019-04-01,2019-04-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2019,2019,7004,April,LCU,68840.000000,A
PHL,2019-05-01,2019-05-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2019,2019,7005,May,LCU,70470.000000,A
PHL,2019-06-01,2019-06-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2019,2019,7006,June,LCU,70540.000000,A
PHL,2019-07-01,2019-07-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2019,2019,7007,July,LCU,70340.000000,A
PHL,2019-08-01,2019-08-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2019,2019,7008,August,LCU,69960.000000,A
PHL,2019-09-01,2019-09-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2019,2019,7009,September,LCU,71280.000000,A
PHL,2019-10-01,2019-10-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2019,2019,7010,October,LCU,70870.000000,A
PHL,2019-11-01,2019-11-30,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2019,2019,7011,November,LCU,69140.000000,A
PHL,2019-12-01,2019-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2019,2019,7012,December,LCU,65820.000000,A
PHL,2020-01-01,2020-12-31,171,'608,Philippines,809,'01929.07,"Abaca, manila hemp, raw",5530,Producer Price (LCU/tonne),2020,2020,7021,Annual value,LCU,62990.000000,A
